VOLUNTEER QUALITY CONTROL
                      volunteer_id       bias   scatter  n_overlap  teolixx_mean_count  relative_scatter
                          lorozcof   3.000000  0.000000          1           11.000000          0.000000
                          alonsovt   0.000000  0.000000          1            6.000000          0.000000
                       alliecugnet  -1.000000  0.000000          1            5.000000          0.000000
                    alisha.mahajan  -2.000000  0.000000          1           16.000000          0.000000
                            lrm438   0.000000  0.000000          1            5.000000          0.000000
                          alirosee   0.000000  0.000000          2            7.000000          0.000000
                          alinkina   7.000000  0.000000          1           13.000000          0.000000
                           ali_007   0.000000  0.000000          1            2.000000          0.000000
                          lsogiati   5.000000  0.000000          1            1.000000          0.000000
                     alfredreyes92   5.000000  0.000000          2            4.000000          0.000000
                   luciananogueira   0.000000  0.000000          2            1.000000          0.000000
                          luciq_20  -1.000000  0.000000          1            8.000000          0.000000
                            aleeme   2.000000  0.000000          1            2.000000          0.000000
                       luna3412000  -6.000000  0.000000          1           10.000000          0.000000
                          luncheon   1.000000  0.000000          1            3.000000          0.000000
                       luviesmomma   7.000000  0.000000          1            2.000000          0.000000
                        luxidenger   0.000000  0.000000          1           12.000000          0.000000
              alchemyscatastrophie  -3.000000  0.000000          1            6.000000          0.000000
                          loulou89   0.000000  0.000000          1            1.000000          0.000000
                          altheist   0.000000  0.000000          1            1.000000          0.000000
                            abhx27   2.000000  0.000000          1            6.000000          0.000000
                              alxn   1.000000  0.000000          1            1.000000          0.000000
                         andrewc21  12.000000  0.000000          1            1.000000          0.000000
                  livia_bieliaieva   0.000000  0.000000          1           16.000000          0.000000
             liz.chambersgmail.com   0.000000  0.000000          2            2.000000          0.000000
                       lizfletcher   0.000000  0.000000          1            1.000000          0.000000
                        lizgleason   0.000000  0.000000          1            1.000000          0.000000
                           anawiel   0.000000  0.000000          1            1.000000          0.000000
                           ljjaoui   1.000000  0.000000          1            1.000000          0.000000
                         amywinkle  -2.000000  0.000000          1            7.000000          0.000000
                        lluger0750  -2.000000  0.000000          1           15.000000          0.000000
                            lmagny  -4.000000  0.000000          1            6.000000          0.000000
                            lmatau   1.000000  0.000000          1            5.000000          0.000000
                       amyjean1975  -1.000000  0.000000          2            1.000000          0.000000
                           amonroe   6.000000  0.000000          1            2.000000          0.000000
                          lockphys   0.000000  0.000000          1            4.000000          0.000000
                          loganlev  -2.000000  0.000000          1            9.000000          0.000000
                            am4ira   0.000000  0.000000          2            3.500000          0.000000
                       alysonrison   1.000000  0.000000          2            1.000000          0.000000
                         ly2muuchh   2.000000  0.000000          1           15.000000          0.000000
                         alanaanil   0.000000  0.000000          2            3.000000          0.000000
                       akbarharits   0.000000  0.000000          1            6.000000          0.000000
                          mINEDIME   1.000000  0.000000          1            6.000000          0.000000
                         ademetris  -3.000000  0.000000          1            6.000000          0.000000
                   marijamcfarland   0.000000  0.000000          1            2.000000          0.000000
                   addielovesspace   0.000000  0.000000          1            9.000000          0.000000
                         adamzwawy   3.000000  0.000000          1            6.000000          0.000000
                        marrottere  -5.000000  0.000000          1           21.000000          0.000000
                           adampua   1.000000  0.000000          1            1.000000          0.000000
                          masatapa  -1.000000  0.000000          1            4.000000          0.000000
                 adam_derdzikowski   0.000000  0.000000          2            3.000000          0.000000
                       matheusmelo   1.000000  0.000000          1            2.000000          0.000000
                        mathewshaw   2.000000  0.000000          1            1.000000          0.000000
                            acpost   0.000000  0.000000          2            1.000000          0.000000
                            matiem  -1.000000  0.000000          1           10.000000          0.000000
                      absentbeauty   1.000000  0.000000          1            4.000000          0.000000
                            absatx  -9.000000  0.000000          1           24.000000          0.000000
                         abiasotti  -2.000000  0.000000          1            9.000000          0.000000
                       maxdickey88  -1.000000  0.000000          1            7.000000          0.000000
                         maxfreele   0.000000  0.000000          1            5.000000          0.000000
                              afai   3.000000  0.000000          1            5.000000          0.000000
                          malik114   0.000000  0.000000          1            2.000000          0.000000
                          aggatlin  -3.000000  0.000000          2            9.000000          0.000000
                      madison.low1  -1.000000  0.000000          1           12.000000          0.000000
                            akb124   1.000000  0.000000          1            6.000000          0.000000
                   mablewoodbury17   0.000000  0.000000          1            1.000000          0.000000
                            mabrur   2.000000  0.000000          1            4.000000          0.000000
                            ajmoss   6.000000  0.000000          1            6.000000          0.000000
                           ajbicgz   0.000000  0.000000          3            4.333333          0.000000
                    aitanalopezpoo   0.000000  0.000000          1            1.000000          0.000000
                           aimeeot   0.000000  0.000000          5            2.600000          0.000000
                       maegano0421   4.000000  0.000000          1            2.000000          0.000000
                       makayla0027   1.000000  0.000000          1           11.000000          0.000000
                   maggiekwright06   0.000000  0.000000          1            3.000000          0.000000
                         ahanashah -12.000000  0.000000          1           21.000000          0.000000
                           magoon1   0.000000  0.000000          1            1.000000          0.000000
                             aha18  -2.000000  0.000000          1           10.000000          0.000000
                           maitg26   1.000000  0.000000          1            4.000000          0.000000
                       maja.phelan   2.500000  0.000000          1            1.500000          0.000000
                        makatzoura   0.000000  0.000000          3            3.333333          0.000000
                      WykidMasheen   1.000000  0.000000          1            1.000000          0.000000
                            mra019   0.000000  0.000000          3            1.333333          0.000000
                          Stitch26   0.000000  0.000000          2            2.000000          0.000000
not-logged-in-0bae802c5649fc2f12f8   8.000000  0.000000          1            2.000000          0.000000
                     Taylor2152238   2.000000  0.000000          1            1.000000          0.000000
                        Taliyah_83   1.000000  0.000000          1            6.000000          0.000000
not-logged-in-0c5c9e1dfdb130863f07   0.000000  0.000000          1            4.000000          0.000000
not-logged-in-0c704f042391237a1ed1   1.000000  0.000000          1            6.000000          0.000000
not-logged-in-0d49a85dd545a0d5afea   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-0d6d49165a40b13c5fac   1.000000  0.000000          1            3.000000          0.000000
                  TakuFukunaga_AUS   4.000000  0.000000          1            7.000000          0.000000
not-logged-in-0dfaed8fb207107cc020   0.000000  0.000000          4            3.000000          0.000000
not-logged-in-0e799017d245ff429dcf   0.000000  0.000000          2            4.000000          0.000000
                         TahaCelik   0.000000  0.000000          1           12.000000          0.000000
not-logged-in-0f4470ddaa291dd300e5  -6.000000  0.000000          1            9.000000          0.000000
not-logged-in-0f478656e7b4d90ecee9   0.000000  0.000000          2            2.500000          0.000000
not-logged-in-0f61dd4a7c1926476173   0.000000  0.000000          1            2.000000          0.000000
not-logged-in-0f80bc79ce0ef75bad56   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-0f9f4b272d8da8e85174  -8.000000  0.000000          1           11.000000          0.000000
not-logged-in-0fa3fb988507e7d13a42   3.000000  0.000000          1            2.000000          0.000000
                         Tacos1826   3.000000  0.000000          1            1.000000          0.000000
                         Teju_0306  -2.000000  0.000000          1            2.000000          0.000000
                        Tenzin1959   0.000000  0.000000          1            7.000000          0.000000
                     Tobiasokoisor   1.000000  0.000000          1            3.000000          0.000000
                           Tessa_A   1.000000  0.000000          1            7.000000          0.000000
not-logged-in-0812d9ab45e2a5230eff   0.000000  0.000000          1            4.000000          0.000000
not-logged-in-08bf3d7f84b407084169  -8.000000  0.000000          1           10.000000          0.000000
                           Thrashz   1.000000  0.000000          1            1.000000          0.000000
                         ThisIsLiz  -4.000000  0.000000          1           20.000000          0.000000
                             Thean  -2.000000  0.000000          1           15.000000          0.000000
                         The_Ocean   0.000000  0.000000          1            3.000000          0.000000
                           The_Lab  -1.000000  0.000000          1            5.000000          0.000000
                       TheNightjar   0.000000  0.000000          1            1.000000          0.000000
                      TheMSavenger   0.000000  0.000000          3            6.000000          0.000000
not-logged-in-09b2f79613f0cbe55e14   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-09c6cce3b75ff4a56218   3.000000  0.000000          1            1.000000          0.000000
                      TheKowalczuk   0.000000  0.000000          1            4.000000          0.000000
not-logged-in-09ff39e8876f68375967   6.000000  0.000000          1            1.000000          0.000000
not-logged-in-0a3baf453c1f0570fd99   2.000000  0.000000          1            3.000000          0.000000
not-logged-in-0ab139672e12dfeb3d82   0.000000  0.000000          1            3.000000          0.000000
not-logged-in-0ab7ffe1070391706f57  -3.000000  0.000000          1           12.000000          0.000000
                             Testi   4.000000  0.000000          1            2.000000          0.000000
not-logged-in-1006b89740d18f398259   0.000000  0.000000          1            4.000000          0.000000
not-logged-in-10184f0a85270d8eb38a   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-10859c5349f7d7e328b7   0.000000  0.000000          1            3.000000          0.000000
not-logged-in-108929a19a3a86314eb9 -12.000000  0.000000          1           16.000000          0.000000
                    Susan.Snyder22   1.000000  0.000000          1            2.000000          0.000000
                      SuryaKaushik   0.000000  0.000000          1           14.000000          0.000000
                      Suppersapper   1.000000  0.000000          1            3.000000          0.000000
not-logged-in-156992d38c812a8d9d1a   1.000000  0.000000          1            7.000000          0.000000
                         Superfrog   0.000000  0.000000          1            1.000000          0.000000
                      SuperbCosmos   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-15cb2c2ecd5d51ee7f38  -1.000000  0.000000          1            6.000000          0.000000
not-logged-in-15d7b9bb13d0186f2a6c   1.000000  0.000000          1            9.000000          0.000000
                         Sunshower   0.000000  0.000000          1            3.000000          0.000000
not-logged-in-1686739b3e654599af37   6.000000  0.000000          1            1.000000          0.000000
                         Sunnyball   0.000000  0.000000          2            2.500000          0.000000
                    SummerSolstice   0.000000  0.000000          2            1.500000          0.000000
not-logged-in-170f8ecaa0f14d901eff   3.000000  0.000000          1            3.000000          0.000000
not-logged-in-171073ae0283f77daa7d  -2.000000  0.000000          1            4.000000          0.000000
not-logged-in-1734794a4c317aebc1db   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-1756d3e677cbf764be95  46.000000  0.000000          1            4.000000          0.000000
                        SudouCells  -5.000000  0.000000          1           21.000000          0.000000
not-logged-in-148b90dff62001f3530b   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-146924ad4bc9a8ccf66e   1.000000  0.000000          2            2.500000          0.000000
not-logged-in-144c130114264737081c   0.000000  0.000000          2            1.500000          0.000000
                             SyRey  -1.000000  0.000000          1            6.000000          0.000000
                              TJGR   0.000000  0.000000          1            1.000000          0.000000
                      TERYNYANDELL   0.000000  0.000000          1            7.000000          0.000000
not-logged-in-11acef3f88cf554b1580  10.000000  0.000000          1            2.000000          0.000000
not-logged-in-11e68d372ad01743d1fd  -5.000000  0.000000          1           23.000000          0.000000
not-logged-in-121648fcfec4cf0c7a02   4.000000  0.000000          1            2.000000          0.000000
not-logged-in-1260b91cbc92319766e9   7.000000  0.000000          1            1.000000          0.000000
                          T-CrBdog  -1.000000  0.000000          1            3.000000          0.000000
                       Swsplechter   0.000000  0.000000          1            5.000000          0.000000
not-logged-in-144a87fa72229ae4b3c1   0.000000  0.000000          1            3.000000          0.000000
                          Svitty77   0.000000  0.000000          1            2.000000          0.000000
                  Svitlana_Slonska  -2.000000  0.000000          1           22.000000          0.000000
not-logged-in-13031bba1c3741be0a4d   3.000000  0.000000          1            2.000000          0.000000
not-logged-in-13b681fba0e1bbe1aabc   4.000000  0.000000          1            1.000000          0.000000
not-logged-in-13ccb55937af59226699   0.000000  0.000000          2            6.500000          0.000000
not-logged-in-141881010aafd1e88122   0.000000  0.000000          1            6.000000          0.000000
                         Susan8064   0.000000  0.000000          1            8.000000          0.000000
                       TinyCatBird   0.000000  0.000000          1            4.000000          0.000000
not-logged-in-07ef247cee7843334c9f   0.000000  0.000000          1            1.000000          0.000000
                       mrogosinsky   0.000000  0.000000          3            2.333333          0.000000
                             Vir23   0.000000  0.000000          1            2.000000          0.000000
                         natashalp   1.000000  0.000000          1            2.000000          0.000000
                       Viney.pawar  -1.000000  0.000000          2            3.500000          0.000000
                      navjitksohal  -7.000000  0.000000          1           12.000000          0.000000
                           nbrozak   0.000000  0.000000          1            1.000000          0.000000
                         neel_0126   4.000000  0.000000          1            1.000000          0.000000
                         neptune03   0.000000  0.000000          3            2.666667          0.000000
                          VeraSDKM   0.000000  0.000000          1            2.000000          0.000000
                  Venkatesan_India   0.000000  0.000000          2            6.500000          0.000000
                       Venkat_Dofe   0.000000  0.000000          1            2.000000          0.000000
                            Vbeany  -2.000000  0.000000          1            9.000000          0.000000
                          Vanni-it   7.000000  0.000000          1            8.000000          0.000000
                        nickerfish   0.000000  0.000000          1            1.000000          0.000000
                      Valentina_25  -4.000000  0.000000          1           12.000000          0.000000
                   Vahidsalimzadeh   3.000000  0.000000          1            1.000000          0.000000
                       nicoleresta   6.000000  0.000000          1            1.000000          0.000000
                     VIzrath_Ewkid   0.000000  0.000000          1            5.000000          0.000000
                        nightbliss   0.000000  0.000000          1            1.000000          0.000000
                       ViolaRowena  -1.000000  0.000000          1           15.000000          0.000000
                             nams2  -2.000000  0.000000          1            2.000000          0.000000
                         ToffeePig   0.000000  0.000000          1            1.000000          0.000000
                         nairashim   0.000000  0.000000          1            1.000000          0.000000
                            msaint   1.000000  0.000000          1            1.000000          0.000000
                        Willaida25  -2.000000  0.000000          1            4.000000          0.000000
                            msicko   0.000000  0.000000          1            1.000000          0.000000
                           Wesjoao   3.000000  0.000000          1            1.000000          0.000000
                        mstfa_emin   0.000000  0.000000          1            1.000000          0.000000
                           mucikaa   0.000000  0.000000          2            3.500000          0.000000
                            murpha  -1.000000  0.000000          1            4.000000          0.000000
                            Wendy_   1.000000  0.000000          1           21.000000          0.000000
                        mustardguy  -4.000000  0.000000          1           14.000000          0.000000
                      Weiss2146825   3.000000  0.000000          1            8.000000          0.000000
                      WeatherlyAir   0.000000  0.000000          2            1.500000          0.000000
                     Wagner2174015 -11.000000  0.000000          1           20.000000          0.000000
                        mycatrules  -8.000000  0.000000          1           12.000000          0.000000
                         WENYANXUE   0.000000  0.000000          1            6.000000          0.000000
                           W--Va.V   0.000000  0.000000          6            2.500000          0.000000
                        Vivisteria   0.000000  0.000000          2            3.000000          0.000000
                     nafissadiallo  -8.000000  0.000000          1           12.000000          0.000000
                      VEDIKAGAUTAM   0.000000  0.000000          2            1.500000          0.000000
                     ninamarie1020  -3.000000  0.000000          2            9.500000          0.000000
                             VBP21   0.000000  0.000000          1            3.000000          0.000000
                            nlking  -1.000000  0.000000          1            5.000000          0.000000
                        TristanW13  -1.000000  0.000000          2           10.000000          0.000000
not-logged-in-046b711484e602c28764   0.000000  0.000000          1            1.000000          0.000000
                       Tripwire321   0.000000  0.000000          1           12.000000          0.000000
not-logged-in-04b416829844f3bb399e   1.000000  0.000000          1            1.000000          0.000000
not-logged-in-04ed4a5ff69a42698d4b   5.000000  0.000000          1            1.000000          0.000000
not-logged-in-0506461fb1f58cccb514  -9.000000  0.000000          1           11.000000          0.000000
not-logged-in-0567c84d0fa6db3bfe4a   0.000000  0.000000          2            2.500000          0.000000
                          Trevon_G   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-06057e9fa2cbd6383975   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-06a8ff148838e23b9186 -16.000000  0.000000          1           20.000000          0.000000
not-logged-in-06d6ba5bec41d40695ac  -1.000000  0.000000          1            1.000000          0.000000
not-logged-in-06e11f40f5c94c7816c9   1.000000  0.000000          1            7.000000          0.000000
not-logged-in-06f94b8888ae4b482795  -3.000000  0.000000          1            7.000000          0.000000
not-logged-in-070104161d9208200016  -1.000000  0.000000          1            6.000000          0.000000
                           Tonghui  -1.000000  0.000000          2            7.000000          0.000000
not-logged-in-07c104c8cb88c51cf828   2.000000  0.000000          1            4.000000          0.000000
not-logged-in-07d47abaf2cd2a97d292   0.000000  0.000000          1            8.000000          0.000000
not-logged-in-0420d5fae3f9b3f0ebd2  -2.000000  0.000000          1            9.000000          0.000000
not-logged-in-03f26a3e9f3388b31345   1.000000  0.000000          1            5.000000          0.000000
                            Troden   5.000000  0.000000          2            5.500000          0.000000
                       USGSintern3  -5.000000  0.000000          1           13.000000          0.000000
                      noahlombardi   2.000000  0.000000          1            1.000000          0.000000
                     norastargazes  -1.000000  0.000000          1            7.000000          0.000000
not-logged-in-0050f072e659299ef116   2.000000  0.000000          1            3.000000          0.000000
not-logged-in-00e3bfca84d263cd03f4   0.000000  0.000000          3            2.000000          0.000000
not-logged-in-010aaaf0c851f0b4eeb8   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-0149e23d30c5b277cee0   2.000000  0.000000          1            3.000000          0.000000
not-logged-in-01a5c35b152b52be232a  -2.000000  0.000000          1            7.000000          0.000000
not-logged-in-01cd431ba6c4ec84c421  -1.000000  0.000000          1           21.000000          0.000000
not-logged-in-0365c048220c08163d78  -2.000000  0.000000          1            6.000000          0.000000
                        Tylera5293 -18.000000  0.000000          1           18.000000          0.000000
not-logged-in-01f60033db4260badd6e  -2.000000  0.000000          1            6.000000          0.000000
not-logged-in-0263cf37138cb26b0d38   1.000000  0.000000          1            4.000000          0.000000
not-logged-in-026ba8b9100dad5e1f10  -7.000000  0.000000          1           50.000000          0.000000
                  TsegySherburne_1  32.000000  0.000000          1           18.000000          0.000000
                     Troutheart672  -1.000000  0.000000          1            2.000000          0.000000
not-logged-in-032ebc05323a5c535583   0.000000  0.000000          1            3.000000          0.000000
                   littleappleseed   1.000000  0.000000          1           23.000000          0.000000
                         lindemose   0.000000  0.000000          1            1.000000          0.000000
             angelikabellinghausen  -3.000000  0.000000          1           10.000000          0.000000
                     davidcucunuba   0.000000  0.000000          1            5.000000          0.000000
                           darkuul   4.000000  0.000000          1            5.000000          0.000000
                        hyrulistic   0.000000  0.000000          1            1.000000          0.000000
                dakotahcarlson2003  -1.000000  0.000000          1            1.000000          0.000000
                        ian_mawson  -1.000000  0.000000          1            3.000000          0.000000
                      cymerogers04   1.000000  0.000000          1            5.000000          0.000000
                            cyerby   3.000000  0.000000          1            3.000000          0.000000
                           cwoodke  27.000000  0.000000          1            1.000000          0.000000
                            cutedh  14.000000  0.000000          1            1.000000          0.000000
                              iguc   0.000000  0.000000          1            3.000000          0.000000
                    ilaria.ermolli  -1.000000  0.000000          1           27.000000          0.000000
                      ilemonajacob   0.000000  0.000000          1            1.000000          0.000000
                         imanahmad   0.000000  0.000000          1            5.000000          0.000000
                      csprucefield   0.000000  0.000000          5            2.200000          0.000000
                          ingramce  -1.000000  0.000000          1            5.000000          0.000000
                           crzyred   0.000000  0.000000          1            4.000000          0.000000
                   invalidheart508   1.000000  0.000000          3            1.333333          0.000000
                    cruzemmanuel01   0.000000  0.000000          1            2.000000          0.000000
                        databanana   0.000000  0.000000          1            2.000000          0.000000
                         htsmaily9   2.000000  0.000000          1            2.000000          0.000000
                         djhiphop7   4.000000  0.000000          1            2.000000          0.000000
                          hswinney   2.000000  0.000000          1            1.000000          0.000000
                         dina_alda   0.000000  0.000000          1            1.000000          0.000000
                          dillonhu   3.000000  0.000000          1           10.000000          0.000000
                      hellojoy1107  -4.000000  0.000000          1           14.000000          0.000000
                   herdivineshadow   0.000000  0.000000          1            7.000000          0.000000
                             dg8ve  -1.000000  0.000000          1            5.000000          0.000000
                            dfarto  -1.000000  0.000000          1           15.000000          0.000000
                          devon.vt  -6.000000  0.000000          1           20.000000          0.000000
                    devinpetterson   2.000000  0.000000          1            1.000000          0.000000
                        devinapuri  17.000000  0.000000          1            2.000000          0.000000
                         hjorem101 -12.000000  0.000000          1           15.000000          0.000000
                     deplxyedOnion   0.000000  0.000000          1           10.000000          0.000000
                           hlserra   0.000000  0.000000          2            2.500000          0.000000
                   deleted-2742126   9.000000  0.000000          1            1.000000          0.000000
                    defonotmilllie  -9.000000  0.000000          1           28.000000          0.000000
                        dderickson   0.000000  0.000000          1            1.000000          0.000000
                          dcrowson  -1.000000  0.000000          1            5.000000          0.000000
                        dayrepossi   0.000000  0.000000          1            2.000000          0.000000
                         cris18274  -1.000000  0.000000          1            4.000000          0.000000
                             cp518   1.000000  0.000000          2            3.000000          0.000000
                           courthy   4.000000  0.000000          1            8.000000          0.000000
                   copperhead_cate   1.000000  0.000000          1            1.000000          0.000000
                           jarphys   0.000000  0.000000          1            1.000000          0.000000
                      jarrowsmith1   2.000000  0.000000          1            5.000000          0.000000
                           cjones7   0.000000  0.000000          4            2.000000          0.000000
                        jaschwartz   1.000000  0.000000          1            1.000000          0.000000
                        jasonhanwu   0.000000  0.000000          1            1.000000          0.000000
                     jayburkhalter   0.000000  0.000000          1            1.000000          0.000000
         christinethedatascientist   0.000000  0.000000          4            4.250000          0.000000
                     jaymeenavarro   0.000000  0.000000          1            6.000000          0.000000
                  christine.y10120 -10.000000  0.000000          1           13.000000          0.000000
                            jbelen   0.000000  0.000000          1            3.000000          0.000000
                         jcapitl20   0.000000  0.000000          1            2.000000          0.000000
                    jcasasolarosas   0.000000  0.000000          1            7.000000          0.000000
                                .-   0.000000  0.000000          2            2.000000          0.000000
                          jchen142   1.000000  0.000000          1            7.000000          0.000000
                             jcktr  -5.000000  0.000000          1           11.000000          0.000000
                       christahoem  -6.000000  0.000000          1           19.000000          0.000000
                          jcochlan  -1.000000  0.000000          1           10.000000          0.000000
                         ckarwandy   2.000000  0.000000          1            1.000000          0.000000
                        claire6666   0.000000  0.000000          4            4.500000          0.000000
                           claree7   0.000000  0.000000          2            1.000000          0.000000
                        j3fuentes1  -1.000000  0.000000          1           13.000000          0.000000
                          coolsack  -1.000000  0.000000          1            6.000000          0.000000
                    isabelhuckvale  -1.000000  0.000000          1           11.000000          0.000000
                           isubham   2.000000  0.000000          1           17.000000          0.000000
                          ivetters   0.000000  0.000000          1            2.000000          0.000000
                             ivyns  -2.000000  0.000000          1            7.000000          0.000000
                            coolcd   0.000000  0.000000          1            4.000000          0.000000
                          connmcge   4.000000  0.000000          1           21.000000          0.000000
                            jBrels   1.000000  0.000000          1            4.000000          0.000000
                       jaiiiiiii1_  -1.000000  0.000000          1            5.000000          0.000000
                     cmotdibbler13   0.000000  0.000000          1            4.000000          0.000000
                      jacobpierce_   0.000000  0.000000          1            2.000000          0.000000
                  jacquelinesgoode   0.000000  0.000000          4            5.750000          0.000000
                        jadairene_  -1.000000  0.000000          1            9.000000          0.000000
                           jadayet  -8.000000  0.000000          1           22.000000          0.000000
                         jaejae001   0.000000  0.000000          1            1.000000          0.000000
                          cmlobbin   2.000000  0.000000          1           14.000000          0.000000
                            dingo.   1.000000  0.000000          1            3.000000          0.000000
                          haskielr   0.000000  0.000000          1            4.000000          0.000000
                      lilyEferobor   6.000000  0.000000          1            1.000000          0.000000
                         flalizada   0.000000  0.000000          1            1.000000          0.000000
                        eminemvevo   1.000000  0.000000          2            1.500000          0.000000
                         emilyc246   3.000000  0.000000          1            7.000000          0.000000
                     emily.attrill   0.000000  0.000000          1            1.000000          0.000000
                            emgems   0.000000  0.000000          1            4.000000          0.000000
                            foxx86  -5.000000  0.000000          1           22.000000          0.000000
     frankoceanplsmakeanotheralbum  -3.000000  0.000000          1           10.000000          0.000000
                          froggler   0.000000  0.000000          1            1.000000          0.000000
                           emeriea   1.000000  0.000000          1            3.000000          0.000000
                        emerald987   4.000000  0.000000          1            2.000000          0.000000
                      elvinAlvarez  -4.000000  0.000000          1            8.000000          0.000000
                    gabbyguzman123  -5.000000  0.000000          1           15.000000          0.000000
                      elsienewburg   0.000000  0.000000          2            3.000000          0.000000
                           elsa413   1.000000  0.000000          1            5.000000          0.000000
                   gabrielacenobio   1.000000  0.000000          3            8.000000          0.000000
                        elliotc123   0.000000  0.000000          1            2.000000          0.000000
                          ellieloo   0.000000  0.000000          1            1.000000          0.000000
                          gadelrag  -1.000000  0.000000          1           10.000000          0.000000
                            floral   1.000000  0.000000          1            1.000000          0.000000
                            emmakw   2.000000  0.000000          1            4.000000          0.000000
                         djtyner21 -11.000000  0.000000          1           13.000000          0.000000
                             fduah   3.000000  0.000000          1            1.000000          0.000000
                       esmestarher  -3.000000  0.000000          1            4.000000          0.000000
                             erin_  -4.000000  0.000000          1            7.000000          0.000000
                     erdenizparlak -48.000000  0.000000          1           50.000000          0.000000
                        evemedvetz   0.000000  0.000000          1            2.000000          0.000000
                            ennder   0.000000  0.000000          2            5.500000          0.000000
                          ewalk014  -1.000000  0.000000          1           10.000000          0.000000
                     fabiomariuzza   0.000000  0.000000          1            1.000000          0.000000
                             fafyy   0.000000  0.000000          1           14.000000          0.000000
                           faithOk  -3.000000  0.000000          1           12.000000          0.000000
                            fariah   0.000000  0.000000          1            4.000000          0.000000
                      farooqakhter   1.000000  0.000000          1            5.000000          0.000000
                         fatherzav   4.000000  0.000000          1           11.000000          0.000000
                       emoryyfaith  -6.000000  0.000000          1           11.000000          0.000000
                       fatinanisah   0.000000  0.000000          1            2.000000          0.000000
                         fawnperez   0.000000  0.000000          3            2.333333          0.000000
                         fbsargent   0.000000  0.000000          1           10.000000          0.000000
                            emoonn   2.000000  0.000000          1           16.000000          0.000000
                           elliejr   0.000000  0.000000          1            5.000000          0.000000
                           ellenbk   1.000000  0.000000          1            4.000000          0.000000
                          gaozhany  -1.000000  0.000000          1            5.000000          0.000000
                         elleh3113   1.000000  0.000000          2            1.500000          0.000000
                         greenie45   0.000000  0.000000          1            5.000000          0.000000
                         duaakasim  -3.000000  0.000000          1            5.000000          0.000000
                        greymaiden  -4.000000  0.000000          1            7.000000          0.000000
                         gschmiege   0.000000  0.000000          1            1.000000          0.000000
                          gsholtis -16.000000  0.000000          1           18.000000          0.000000
                          gtarullo   0.000000  0.000000          1            3.000000          0.000000
                     gummybear1243   2.000000  0.000000          1            1.000000          0.000000
                          gwynn898   0.000000  0.000000          1            1.000000          0.000000
                           druiz13  -1.000000  0.000000          1            2.000000          0.000000
                           h.platt   0.000000  0.000000          9            2.555556          0.000000
                         donalmaye -12.000000  0.000000          1           26.000000          0.000000
                      haileyalbers   1.000000  0.000000          1            6.000000          0.000000
                    haileysmolcnop  -1.000000  0.000000          1           18.000000          0.000000
                     dominguez_j05   0.000000  0.000000          3            4.333333          0.000000
                         hanaabdel  -4.000000  0.000000          1            8.000000          0.000000
                     hannah.parker  -8.000000  0.000000          1           50.000000          0.000000
                        dockuenkel  -3.000000  0.000000          1            4.000000          0.000000
                            grblue  -1.000000  0.000000          1           11.000000          0.000000
                           dviola1   0.000000  0.000000          1            4.000000          0.000000
                      dzzzzydaniel   0.000000  0.000000          3            6.333333          0.000000
                              gm37  -3.000000  0.000000          1           10.000000          0.000000
                 gauranshgulati123  11.000000  0.000000          1            2.000000          0.000000
                       ellahbellah   1.000000  0.000000          1            3.000000          0.000000
                       ella_cooper   1.000000  0.000000          1           14.000000          0.000000
                      elianamariaa -10.000000  0.000000          1           26.000000          0.000000
                          gep00009   0.000000  0.000000          3            3.000000          0.000000
                       elderbailee   0.000000  0.000000          1            7.000000          0.000000
                           gianike   0.000000  0.000000          2            3.000000          0.000000
                           edenjjj   0.000000  0.000000          1            1.000000          0.000000
                          eaidris5   0.000000  0.000000          1            1.000000          0.000000
                            goggog  -1.000000  0.000000          1            4.000000          0.000000
                            ecosia   1.000000  0.000000          1            1.000000          0.000000
                 goodmorninggalaxy   1.000000  0.000000          1           15.000000          0.000000
                           eboman1  -4.000000  0.000000          1           12.000000          0.000000
                              eavs   0.000000  0.000000          1            1.000000          0.000000
                            gpapak   0.000000  0.000000          2            1.500000          0.000000
                          earth2jo  -2.000000  0.000000          1            3.000000          0.000000
                        chriscmuir   0.000000  0.000000          1            2.000000          0.000000
                         chris1992   2.000000  0.000000          1            1.000000          0.000000
                            jcs101   2.000000  0.000000          1            3.000000          0.000000
                         ayoung444  12.000000  0.000000          1            7.000000          0.000000
                          kiameiis   2.000000  0.000000          1            2.000000          0.000000
                        kiara14927  -1.000000  0.000000          1            3.000000          0.000000
                            kimalv   0.000000  0.000000          4            6.000000          0.000000
                          kimcon04   4.000000  0.000000          1            1.000000          0.000000
                            kimous   0.000000  0.000000          1            2.000000          0.000000
                        king.midas  18.000000  0.000000          1            2.000000          0.000000
                         averyroth   5.000000  0.000000          1            1.000000          0.000000
                   kingwilliam4258  -8.000000  0.000000          1            9.000000          0.000000
